wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;1;0;1;0;t00
dolnoœl¹skie;boles³awiecki;1675;102;1;1;t0201
dolnoœl¹skie;dzier¿oniowski;1036;155;0;0;t0202
dolnoœl¹skie;g³ogowski;744;90;0;0;t0203
dolnoœl¹skie;górowski;88;6;0;0;t0204
dolnoœl¹skie;jaworski;552;57;0;0;t0205
dolnoœl¹skie;jeleniogórski;526;32;0;0;t0206
dolnoœl¹skie;kamiennogórski;659;167;0;0;t0207
dolnoœl¹skie;k³odzki;3126;512;74;74;t0208
dolnoœl¹skie;legnicki;0;0;0;0;t0209
dolnoœl¹skie;lubañski;538;102;0;0;t0210
dolnoœl¹skie;lubiñski;2376;153;0;0;t0211
dolnoœl¹skie;lwówecki;678;54;49;49;t0212
dolnoœl¹skie;milicki;444;0;0;0;t0213
dolnoœl¹skie;oleœnicki;1112;76;67;67;t0214
dolnoœl¹skie;o³awski;980;106;0;0;t0215
dolnoœl¹skie;polkowicki;0;0;0;0;t0216
dolnoœl¹skie;strzeliñski;506;0;0;0;t0217
dolnoœl¹skie;œredzki;89;6;0;0;t0218
dolnoœl¹skie;œwidnicki;2169;263;205;205;t0219
dolnoœl¹skie;trzebnicki;1099;160;0;0;t0220
dolnoœl¹skie;wa³brzyski;776;29;0;0;t0221
dolnoœl¹skie;wo³owski;535;30;0;0;t0222
dolnoœl¹skie;wroc³awski;342;18;0;0;t0223
dolnoœl¹skie;z¹bkowicki;1375;132;141;15;t0224
dolnoœl¹skie;zgorzelecki;2378;312;456;204;t0225
dolnoœl¹skie;z³otoryjski;422;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;1973;31;71;1;t0261
dolnoœl¹skie;Legnica;2646;92;278;13;t0262
dolnoœl¹skie;Wroc³aw;27263;683;2327;551;t0264
dolnoœl¹skie;Wa³brzych;3199;302;453;260;t0265
kujawsko-pomorskie;aleksandrowski;892;244;58;58;t0401
kujawsko-pomorskie;brodnicki;861;77;73;7;t0402
kujawsko-pomorskie;bydgoski;263;24;0;0;t0403
kujawsko-pomorskie;che³miñski;571;54;63;41;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;413;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;85;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;2108;151;223;123;t0407
kujawsko-pomorskie;lipnowski;652;84;151;80;t0408
kujawsko-pomorskie;mogileñski;421;48;34;31;t0409
kujawsko-pomorskie;nakielski;446;6;0;0;t0410
kujawsko-pomorskie;radziejowski;741;102;86;86;t0411
kujawsko-pomorskie;rypiñski;572;89;215;75;t0412
kujawsko-pomorskie;sêpoleñski;848;120;72;32;t0413
kujawsko-pomorskie;œwiecki;766;20;1;0;t0414
kujawsko-pomorskie;toruñski;419;28;0;0;t0415
kujawsko-pomorskie;tucholski;350;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;205;24;0;0;t0417
kujawsko-pomorskie;w³oc³awski;427;47;0;0;t0418
kujawsko-pomorskie;¿niñski;859;69;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;11790;833;686;115;t0461
kujawsko-pomorskie;Grudzi¹dz;2209;168;217;9;t0462
kujawsko-pomorskie;Toruñ;5081;467;559;69;t0463
kujawsko-pomorskie;W³oc³awek;1199;198;72;0;t0464
lubelskie;bialski;413;30;0;0;t0601
lubelskie;bi³gorajski;766;90;66;66;t0602
lubelskie;che³mski;22;12;0;0;t0603
lubelskie;hrubieszowski;596;42;77;29;t0604
lubelskie;janowski;695;102;0;0;t0605
lubelskie;krasnostawski;833;40;0;0;t0606
lubelskie;kraœnicki;656;139;0;0;t0607
lubelskie;lubartowski;1013;89;0;0;t0608
lubelskie;lubelski;845;120;0;0;t0609
lubelskie;³êczyñski;708;18;0;0;t0610
lubelskie;³ukowski;1098;200;0;0;t0611
lubelskie;opolski;521;28;74;15;t0612
lubelskie;parczewski;708;13;0;0;t0613
lubelskie;pu³awski;2591;104;213;18;t0614
lubelskie;radzyñski;626;90;0;0;t0615
lubelskie;rycki;459;36;49;24;t0616
lubelskie;œwidnicki;415;42;0;0;t0617
lubelskie;tomaszowski;963;73;0;0;t0618
lubelskie;w³odawski;617;0;0;0;t0619
lubelskie;zamojski;423;36;0;0;t0620
lubelskie;Bia³a Podlaska;2281;299;285;35;t0661
lubelskie;Che³m;1550;243;208;93;t0662
lubelskie;Lublin;14387;727;654;164;t0663
lubelskie;Zamoœæ;1908;126;191;72;t0664
lubuskie;gorzowski;277;0;0;0;t0801
lubuskie;kroœnieñski;605;42;36;36;t0802
lubuskie;miêdzyrzecki;1376;30;0;0;t0803
lubuskie;nowosolski;1360;61;84;12;t0804
lubuskie;s³ubicki;424;0;74;0;t0805
lubuskie;strzelecko-drezdenecki;490;48;47;47;t0806
lubuskie;sulêciñski;512;58;70;45;t0807
lubuskie;œwiebodziñski;970;65;101;25;t0808
lubuskie;zielonogórski;982;128;79;0;t0809
lubuskie;¿agañski;397;60;22;22;t0810
lubuskie;¿arski;1738;120;201;112;t0811
lubuskie;wschowski;473;11;84;11;t0812
lubuskie;Gorzów Wielkopolski;2586;267;228;82;t0861
lubuskie;Zielona Góra;2053;237;208;105;t0862
³ódzkie;be³chatowski;1513;124;238;90;t1001
³ódzkie;kutnowski;1086;184;60;1;t1002
³ódzkie;³aski;295;30;0;0;t1003
³ódzkie;³êczycki;1134;66;71;60;t1004
³ódzkie;³owicki;1823;312;133;34;t1005
³ódzkie;³ódzki wschodni;252;28;0;0;t1006
³ódzkie;opoczyñski;724;115;68;16;t1007
³ódzkie;pabianicki;1472;111;1;0;t1008
³ódzkie;pajêczañski;360;32;0;0;t1009
³ódzkie;piotrkowski;151;0;0;0;t1010
³ódzkie;poddêbicki;578;5;0;0;t1011
³ódzkie;radomszczañski;2144;212;243;166;t1012
³ódzkie;rawski;259;35;0;0;t1013
³ódzkie;sieradzki;1563;88;148;30;t1014
³ódzkie;skierniewicki;0;0;0;0;t1015
³ódzkie;tomaszowski;1492;42;76;0;t1016
³ódzkie;wieluñski;578;29;0;0;t1017
³ódzkie;wieruszowski;206;44;0;0;t1018
³ódzkie;zduñskowolski;822;64;75;1;t1019
³ódzkie;zgierski;3248;524;468;404;t1020
³ódzkie;brzeziñski;442;35;0;0;t1021
³ódzkie;£ódŸ;25213;980;1491;396;t1061
³ódzkie;Piotrków Trybunalski;1509;62;69;4;t1062
³ódzkie;Skierniewice;1308;144;117;43;t1063
ma³opolskie;bocheñski;713;56;14;14;t1201
ma³opolskie;brzeski;1065;78;81;44;t1202
ma³opolskie;chrzanowski;1193;155;112;112;t1203
ma³opolskie;d¹browski;844;53;46;46;t1204
ma³opolskie;gorlicki;1044;56;1;0;t1205
ma³opolskie;krakowski;759;113;0;0;t1206
ma³opolskie;limanowski;1020;113;30;30;t1207
ma³opolskie;miechowski;1088;106;150;17;t1208
ma³opolskie;myœlenicki;909;61;0;0;t1209
ma³opolskie;nowos¹decki;595;72;0;0;t1210
ma³opolskie;nowotarski;1790;190;79;33;t1211
ma³opolskie;olkuski;844;74;0;0;t1212
ma³opolskie;oœwiêcimski;1323;41;70;9;t1213
ma³opolskie;proszowicki;688;56;72;18;t1214
ma³opolskie;suski;1219;17;141;0;t1215
ma³opolskie;tarnowski;737;84;0;0;t1216
ma³opolskie;tatrzañski;777;144;61;60;t1217
ma³opolskie;wadowicki;724;93;51;51;t1218
ma³opolskie;wielicki;275;36;0;0;t1219
ma³opolskie;Kraków;26632;2161;1646;405;t1261
ma³opolskie;Nowy S¹cz;1282;90;65;12;t1262
ma³opolskie;Tarnów;3665;224;260;60;t1263
mazowieckie;bia³obrzeski;245;18;0;0;t1401
mazowieckie;ciechanowski;1487;191;98;61;t1402
mazowieckie;garwoliñski;562;72;0;0;t1403
mazowieckie;gostyniñski;383;102;0;0;t1404
mazowieckie;grodziski;2410;168;48;42;t1405
mazowieckie;grójecki;1515;143;122;51;t1406
mazowieckie;kozienicki;314;53;49;49;t1407
mazowieckie;legionowski;351;18;0;0;t1408
mazowieckie;lipski;346;44;0;0;t1409
mazowieckie;³osicki;178;0;0;0;t1410
mazowieckie;makowski;448;43;0;0;t1411
mazowieckie;miñski;1151;63;0;0;t1412
mazowieckie;m³awski;964;82;63;41;t1413
mazowieckie;nowodworski;2785;279;0;0;t1414
mazowieckie;ostro³êcki;89;18;0;0;t1415
mazowieckie;ostrowski;768;25;0;0;t1416
mazowieckie;otwocki;1479;185;0;0;t1417
mazowieckie;piaseczyñski;2817;311;0;0;t1418
mazowieckie;p³ocki;968;102;1;1;t1419
mazowieckie;p³oñski;867;66;0;0;t1420
mazowieckie;pruszkowski;2600;238;0;0;t1421
mazowieckie;przasnyski;822;74;63;63;t1422
mazowieckie;przysuski;398;58;48;48;t1423
mazowieckie;pu³tuski;731;1;0;0;t1424
mazowieckie;radomski;879;58;121;28;t1425
mazowieckie;siedlecki;88;0;0;0;t1426
mazowieckie;sierpecki;532;9;0;0;t1427
mazowieckie;sochaczewski;1078;216;216;216;t1428
mazowieckie;soko³owski;809;30;28;28;t1429
mazowieckie;szyd³owiecki;266;0;0;0;t1430
mazowieckie;warszawski zachodni;1293;120;0;0;t1432
mazowieckie;wêgrowski;715;60;0;0;t1433
mazowieckie;wo³omiñski;3262;401;144;76;t1434
mazowieckie;wyszkowski;1026;152;1;1;t1435
mazowieckie;zwoleñski;270;18;0;0;t1436
mazowieckie;¿uromiñski;585;24;149;8;t1437
mazowieckie;¿yrardowski;413;51;46;44;t1438
mazowieckie;Ostro³êka;1625;167;131;131;t1461
mazowieckie;P³ock;1858;138;72;14;t1462
mazowieckie;Radom;3699;339;184;3;t1463
mazowieckie;Siedlce;1881;164;245;56;t1464
mazowieckie;Warszawa;56861;2742;2652;803;t1465
opolskie;brzeski;900;112;148;20;t1601
opolskie;g³ubczycki;1507;206;51;18;t1602
opolskie;kêdzierzyñsko-kozielski;1555;149;32;15;t1603
opolskie;kluczborski;808;157;0;0;t1604
opolskie;krapkowicki;1259;78;146;12;t1605
opolskie;namys³owski;442;50;0;0;t1606
opolskie;nyski;2779;176;376;104;t1607
opolskie;oleski;520;72;0;0;t1608
opolskie;opolski;686;133;0;0;t1609
opolskie;prudnicki;1088;194;74;0;t1610
opolskie;strzelecki;1636;331;371;117;t1611
opolskie;Opole;5099;338;207;111;t1661
podkarpackie;bieszczadzki;265;17;0;0;t1801
podkarpackie;brzozowski;994;90;85;14;t1802
podkarpackie;dêbicki;1330;98;284;36;t1803
podkarpackie;jaros³awski;894;89;0;0;t1804
podkarpackie;jasielski;491;30;49;28;t1805
podkarpackie;kolbuszowski;334;0;0;0;t1806
podkarpackie;kroœnieñski;87;1;0;0;t1807
podkarpackie;le¿ajski;778;102;74;27;t1808
podkarpackie;lubaczowski;1244;145;0;0;t1809
podkarpackie;³añcucki;1042;24;152;17;t1810
podkarpackie;mielecki;1024;84;32;21;t1811
podkarpackie;ni¿añski;431;0;0;0;t1812
podkarpackie;przemyski;70;23;0;0;t1813
podkarpackie;przeworski;591;4;75;0;t1814
podkarpackie;ropczycko-sêdziszowski;480;54;54;54;t1815
podkarpackie;rzeszowski;455;43;37;37;t1816
podkarpackie;sanocki;751;78;157;43;t1817
podkarpackie;stalowowolski;1573;219;70;70;t1818
podkarpackie;strzy¿owski;394;72;0;0;t1819
podkarpackie;tarnobrzeski;303;48;0;0;t1820
podkarpackie;leski;266;48;48;48;t1821
podkarpackie;Krosno;1036;29;69;23;t1861
podkarpackie;Przemyœl;1691;132;151;36;t1862
podkarpackie;Rzeszów;8588;634;430;235;t1863
podkarpackie;Tarnobrzeg;1220;155;77;18;t1864
podlaskie;augustowski;590;78;69;63;t2001
podlaskie;bia³ostocki;1912;203;70;33;t2002
podlaskie;bielski;746;156;150;54;t2003
podlaskie;grajewski;448;59;22;22;t2004
podlaskie;hajnowski;890;163;115;111;t2005
podlaskie;kolneñski;439;17;5;5;t2006
podlaskie;³om¿yñski;0;0;0;0;t2007
podlaskie;moniecki;355;48;72;7;t2008
podlaskie;sejneñski;249;21;0;0;t2009
podlaskie;siemiatycki;358;30;0;0;t2010
podlaskie;sokólski;480;42;0;0;t2011
podlaskie;suwalski;0;0;0;0;t2012
podlaskie;wysokomazowiecki;434;85;0;0;t2013
podlaskie;zambrowski;495;48;150;21;t2014
podlaskie;Bia³ystok;8999;511;682;275;t2061
podlaskie;£om¿a;1256;77;109;46;t2062
podlaskie;Suwa³ki;1133;88;99;0;t2063
pomorskie;bytowski;1485;126;149;41;t2201
pomorskie;chojnicki;777;83;60;59;t2202
pomorskie;cz³uchowski;609;191;95;88;t2203
pomorskie;gdañski;275;106;0;0;t2204
pomorskie;kartuski;1686;272;0;0;t2205
pomorskie;koœcierski;1380;272;139;139;t2206
pomorskie;kwidzyñski;1576;121;81;27;t2207
pomorskie;lêborski;973;161;2;2;t2208
pomorskie;malborski;867;178;78;78;t2209
pomorskie;nowodworski;362;39;0;0;t2210
pomorskie;pucki;677;103;48;34;t2211
pomorskie;s³upski;332;132;0;0;t2212
pomorskie;starogardzki;1726;101;0;0;t2213
pomorskie;tczewski;1991;196;0;0;t2214
pomorskie;wejherowski;2962;323;285;147;t2215
pomorskie;sztumski;585;144;110;77;t2216
pomorskie;Gdañsk;17647;847;1293;422;t2261
pomorskie;Gdynia;5844;372;397;267;t2262
pomorskie;S³upsk;1272;63;301;11;t2263
pomorskie;Sopot;396;30;0;0;t2264
œl¹skie;bêdziñski;1998;224;0;0;t2401
œl¹skie;bielski;1051;95;0;0;t2402
œl¹skie;cieszyñski;2772;276;151;1;t2403
œl¹skie;czêstochowski;409;70;0;0;t2404
œl¹skie;gliwicki;2195;185;71;68;t2405
œl¹skie;k³obucki;1257;90;99;64;t2406
œl¹skie;lubliniecki;1048;147;0;0;t2407
œl¹skie;miko³owski;1375;96;0;0;t2408
œl¹skie;myszkowski;1060;24;0;0;t2409
œl¹skie;pszczyñski;252;50;0;0;t2410
œl¹skie;raciborski;1450;173;154;57;t2411
œl¹skie;rybnicki;89;0;0;0;t2412
œl¹skie;tarnogórski;2341;414;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;89;0;0;0;t2414
œl¹skie;wodzis³awski;708;104;0;0;t2415
